"","FID_","latitude","longitude","species","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"150981",53725,40.6302,-122.6819,"wislizeni",122,162,46,6575,329,-17,346,49,208,208,44,1136,206,6,78,569,36,36,558
"151002",52803,38.9976,-123.3591,"wislizeni",131,132,55,3750,264,28,236,85,178,180,85,1038,211,2,86,551,15,26,551
"151036",54067,34.80134,-118.87351,"wislizeni",127,115,39,6241,296,7,289,61,209,213,57,369,68,1,83,187,7,14,183
"151040",54085,34.82141,-118.87422,"wislizeni",134,120,40,6279,304,9,295,67,216,220,62,358,63,1,83,186,7,14,174
"151043",54094,35.66583,-118.28944,"wislizeni",167,162,44,7154,365,1,364,93,235,261,81,249,48,2,82,132,10,11,130
"151055",54188,34.7375,-119.99083,"wislizeni",123,128,50,4474,268,16,252,75,180,186,75,695,133,0,92,386,4,15,386
"151081",54308,34.32333,-117.565,"wislizeni",108,147,46,6223,287,-32,319,42,190,192,36,783,149,3,85,423,19,38,409
"151109",54338,34.720001,-119.220001,"wislizeni",112,113,42,5566,269,3,266,53,184,190,52,573,108,1,86,298,8,18,293
"151115",54344,34.2222,-117.4661,"wislizeni",157,160,48,6017,343,13,330,94,235,239,86,687,139,2,91,394,10,21,371
"151131",54362,34.636,-118.845,"wislizeni",106,109,40,5820,265,-3,268,44,181,188,44,524,101,2,85,268,10,20,265
"151142",54374,34.20841,-117.28352,"wislizeni",147,161,47,6217,337,1,336,82,228,231,74,580,111,2,83,307,13,26,299
"151162",54492,33.8043,-116.7802,"wislizeni",118,161,50,5861,300,-19,319,56,171,197,52,653,112,3,74,327,35,59,317
"151170",54503,33.7957,-116.7462,"wislizeni",118,161,50,5853,301,-20,321,56,170,197,52,647,111,3,74,322,36,61,313
"151174",54508,33.7455,-116.7144,"wislizeni",115,160,50,5804,297,-22,319,53,167,194,50,650,110,3,72,322,38,64,312
"151189",54785,33.70861,-116.76111,"wislizeni",148,161,49,5989,336,10,326,85,200,229,79,460,79,3,71,227,27,45,218
"151221",55654,34.35226,-117.61901,"wislizeni",92,143,46,6021,267,-42,309,28,173,174,24,764,144,3,83,408,24,45,397
"151226",55661,35.1167,-118.4333,"wislizeni",130,139,44,6346,308,-4,312,64,215,215,57,286,50,2,76,141,12,12,133
"151232",53843,37,-118,"wislizeni",50,132,42,6391,229,-85,314,-22,110,137,-22,350,56,11,48,147,43,46,147
"151257",53723,39.1647,-121.0294,"wislizeni",133,142,45,6013,315,2,313,63,212,213,63,1301,262,2,83,681,19,29,681
"151279",54066,39.29037,-121.19778,"wislizeni",153,141,43,6430,342,15,327,74,237,237,74,1030,208,1,84,532,15,15,532
"151304",52854,38.374298,-122.181999,"wislizeni",150,147,50,5190,317,26,291,85,214,215,85,722,160,1,91,401,7,12,401
"151357",53030,38.0121,-122.702004,"wislizeni",135,111,55,3297,240,41,199,97,172,176,92,990,212,2,91,544,12,17,539
"151376",53049,38.8227,-123.1442,"wislizeni",132,145,52,4462,291,17,274,82,189,190,79,1127,232,2,88,605,14,25,598
"151402",53078,37.9273,-122.59169,"wislizeni",122,109,52,3779,244,35,209,87,169,174,81,1096,218,2,86,575,14,23,565
"151411",53088,37.91695,-122.56584,"wislizeni",136,101,54,3232,234,47,187,100,172,177,95,985,203,2,88,529,13,18,520
"151418",53099,37.94945,-122.58494,"wislizeni",137,104,53,3331,238,45,193,99,175,178,94,1017,212,2,90,552,13,18,543
"151420",53101,37.901,-122.59476,"wislizeni",136,98,53,3158,231,48,183,100,172,176,96,987,203,2,89,532,13,18,521
"151450",53139,38.0909,-122.6597,"wislizeni",130,118,54,3678,252,37,215,91,175,179,86,1097,229,2,89,592,13,20,584
"151490",53265,37.26389,-122.02194,"wislizeni",146,132,54,4007,278,34,244,96,195,197,96,590,127,1,90,324,5,10,324
"151492",53267,37.1113,-121.8425,"wislizeni",123,129,49,4862,280,18,262,73,187,191,72,751,138,2,84,377,10,17,376
"151495",53270,37.1547,-121.9626,"wislizeni",139,134,54,3995,275,30,245,91,188,192,91,855,182,2,90,465,9,15,465
"151519",53337,37.88333,-121.8,"wislizeni",150,139,48,5194,315,28,287,85,213,217,85,436,89,1,84,227,6,10,227
"151583",53921,35.31667,-120.66667,"wislizeni",139,151,60,3371,276,28,248,103,180,184,99,681,140,1,92,379,5,13,375
"151708",52984,39.74583,-121.81083,"wislizeni",161,149,45,6377,346,21,325,81,241,241,81,694,143,1,81,359,18,18,359
"151744",53959,35,-119,"wislizeni",169,147,44,6473,351,21,330,103,253,253,89,301,55,0,81,163,4,4,147
"151757",55616,35.14806,-118.33528,"wislizeni",128,138,43,6441,308,-8,316,61,214,214,53,300,51,3,73,148,14,14,142
"151777",53385,37.15667,-122.16167,"wislizeni",134,123,57,3286,248,35,213,94,173,177,94,834,176,2,89,452,10,15,452
"151782",53393,37.0793,-122.2069,"wislizeni",130,118,59,2936,234,37,197,94,164,169,94,869,183,2,89,471,10,15,471
"151904",54746,33.35981,-116.67292,"wislizeni",134,151,48,5954,313,0,313,72,185,215,66,534,91,3,73,269,31,50,253
"151934",54783,33.41028,-116.91722,"wislizeni",139,149,49,5584,313,10,303,81,212,216,75,585,104,3,79,305,25,39,287
"151948",54799,32.86033,-116.41336,"wislizeni",108,133,45,5887,275,-15,290,46,159,190,44,638,116,3,71,321,39,73,295
"151956",54807,33.34722,-116.88556,"wislizeni",123,135,46,5886,291,-1,292,60,173,203,59,741,129,3,80,383,33,52,367
"151983",54920,33.42544,-117.37815,"wislizeni",148,133,50,4729,296,32,264,97,207,214,95,579,109,3,85,312,12,22,298
"152031",155671,35.674598,-118.512766,"wislizeni",129,144,44,6410,313,-11,324,63,214,214,55,451,81,2,79,229,14,22,223
"152095",155425,40.799275,-122.420493,"wislizeni",147,150,43,6845,351,6,345,72,238,238,66,1509,273,7,79,756,40,40,732
"152119",155469,38.908405,-122.562989,"wislizeni",136,167,48,6125,337,-5,342,64,217,217,64,783,165,2,88,426,11,11,426
"152149",155606,36.990273,-119.346836,"wislizeni",136,147,44,6544,325,-4,329,68,223,224,61,817,155,2,82,422,13,23,418
"152167",155631,37.522406,-120.026473,"wislizeni",135,154,45,6519,333,-3,336,59,221,222,59,893,165,2,82,457,14,19,457
"152217",155709,39.379046,-121.287537,"wislizeni",143,141,43,6275,329,8,321,67,224,224,67,1167,249,1,84,621,17,17,621
"152264",157575,15.6227,-92.7376,"corrugata",199,138,73,1142,288,100,188,204,189,212,182,1810,348,8,89,948,41,544,41
"152265",157544,20.3235,-98.22161,"delgadoana",156,129,65,2053,253,55,198,168,137,180,128,1724,334,36,75,885,124,395,137
"152266",157561,17.18,-92.9,"benthamii",165,118,72,1261,243,81,162,172,163,177,146,2125,315,61,50,872,227,631,316
"152272",157617,9.87083,-84.09722,"benthamii",198,101,82,629,261,139,122,197,195,206,189,2064,364,13,76,975,42,355,209
"152281",157626,9.43,-83.06,"benthamii",241,101,80,625,307,181,126,245,241,250,234,2686,321,97,34,856,333,629,575
"152286",157652,8.91677,-82.782875,"benthamii",195,100,79,593,261,135,126,193,194,203,187,3018,547,21,69,1327,110,578,399
"152288",157654,8.93,-82.83,"benthamii",192,100,80,601,256,131,125,190,189,199,184,2951,543,19,69,1308,106,559,385
"152290",157657,9.03,-82.95,"benthamii",168,97,80,589,228,107,121,167,164,174,159,2851,503,41,64,1223,136,563,180
"152292",157659,9.02,-82.96,"benthamii",166,97,80,585,227,106,121,166,162,173,158,2865,504,42,63,1228,138,881,183
"152294",157661,9.032,-82.9645,"benthamii",166,97,80,585,227,106,121,166,162,173,158,2865,504,42,63,1228,138,881,183
"152296",157672,9.47,-83.56,"benthamii",142,89,80,541,197,87,110,143,137,147,134,4321,675,100,54,1743,323,1329,656
"152301",157697,8.51,-83.47,"benthamii",228,114,77,755,308,161,147,222,231,239,219,3040,618,23,72,1445,99,543,1038
"152303",157699,8.51389,-83.47222,"benthamii",228,114,77,755,308,161,147,222,231,239,219,3040,618,23,72,1445,99,543,1038
"152308",157604,15,-91.9,"benthamii",143,125,71,1499,219,44,175,157,121,158,121,1906,359,7,86,947,29,873,29
"152309",157689,8.74,-82.94,"benthamii",210,105,77,654,283,148,135,206,212,220,203,3431,638,35,67,1509,145,685,1093
"152316",157615,10,-84.8333,"benthamii",271,104,74,786,348,209,139,266,276,283,263,1686,317,4,82,849,14,251,453
"152320",157627,9.37322,-83.309814,"benthamii",89,81,77,629,140,36,104,91,82,95,79,2681,441,39,62,1129,138,818,220
"152322",157629,9.52806,-83.58806,"benthamii",120,82,79,589,171,68,103,122,114,125,111,2923,464,52,59,1224,169,868,246
"152323",157630,9.53,-83.59,"benthamii",120,82,79,589,171,68,103,122,114,125,111,2923,464,52,59,1224,169,868,246
"152324",157631,9.55,-83.7875,"benthamii",109,80,77,582,159,56,103,111,103,114,100,2408,382,32,64,1054,111,703,180
"152325",157632,9.54941,-83.79952,"benthamii",131,85,80,547,183,78,105,133,125,136,123,3354,541,59,59,1425,196,1021,466
"152326",157633,9.58,-83.84,"benthamii",123,82,78,555,175,71,104,126,117,128,114,2844,429,52,57,1187,176,810,264
"152328",157636,9.56,-84.05,"benthamii",233,115,81,650,308,167,141,229,233,242,225,3045,474,33,63,1312,132,637,813
"152330",157640,9.70417,-84.15417,"benthamii",146,89,80,520,203,93,110,147,143,151,139,2178,366,24,68,990,89,636,289
"152331",157641,9.71,-84.18,"benthamii",156,92,80,542,215,101,114,156,152,161,148,2128,372,21,70,979,74,634,268
"152333",157643,9.58,-84.18,"benthamii",208,110,80,656,280,144,136,205,208,217,200,2969,446,56,55,1190,211,688,408
"152334",157644,9.71833,-84.181114,"benthamii",175,99,81,574,238,116,122,175,172,182,167,2053,380,10,78,988,37,364,204
"152340",157656,9.03333,-82.95,"benthamii",157,95,80,586,215,97,118,158,152,162,148,2859,489,49,61,1203,152,874,214
"152344",157666,9.3863,-83.2077,"benthamii",167,95,81,573,226,110,116,167,163,173,159,3597,576,83,55,1461,259,780,565
"152348",157670,9.46,-83.55,"benthamii",137,87,80,535,191,83,108,139,132,142,129,4033,643,85,56,1651,277,1251,596
"152351",157676,9.73997,-83.7829,"benthamii",192,102,82,581,255,132,123,193,189,199,184,4042,482,144,38,1394,494,738,827
"152353",157678,9.77,-83.8,"benthamii",193,102,82,633,256,133,123,196,196,200,184,3524,428,121,39,1233,413,619,730
"152357",157682,9.55833,-83.8625,"benthamii",162,96,81,556,223,105,118,162,158,167,153,4448,588,138,45,1672,442,858,800
"152358",157683,9.79,-83.9,"benthamii",193,102,82,620,256,133,123,193,190,200,184,2283,339,44,54,908,173,384,388
"152362",157704,8.85,-82.57,"benthamii",153,93,78,569,209,91,118,154,147,158,143,2349,374,36,54,934,152,674,259
"152363",157705,8.8,-82.57,"benthamii",147,93,79,603,202,85,117,149,141,153,137,2401,389,37,55,962,152,788,256
"152367",157709,8.77,-82.63,"benthamii",191,99,78,565,256,130,126,190,190,199,184,2716,496,7,74,1237,72,442,350
"152368",157687,8.5714,-79.9106,"benthamii",271,79,79,595,327,227,100,265,275,280,265,1643,313,6,71,747,36,246,747
"152374",157582,15.33,-92.25,"benthamii",172,131,73,1122,256,77,179,180,155,184,155,1360,269,6,86,666,23,476,23
"152377",157585,15.4,-92.3,"benthamii",170,132,74,1078,253,75,178,178,153,181,153,1250,250,5,86,616,21,440,21
"152378",157586,15.22,-92.3,"benthamii",203,131,74,1041,286,110,176,207,187,214,187,2550,462,23,78,1194,80,810,80
"152379",157587,15.56,-92.31,"benthamii",159,132,74,1024,243,65,178,167,144,170,144,1110,227,4,87,547,18,400,18
"152380",157588,15.55,-92.31,"benthamii",181,135,73,1096,268,85,183,189,164,193,164,1082,217,5,87,532,22,374,22
"152381",157589,15.46,-92.32,"benthamii",132,127,74,964,211,40,171,139,117,140,117,1292,251,6,84,624,24,461,24
"152384",157592,15.4,-92.3,"benthamii",170,132,74,1078,253,75,178,178,153,181,153,1250,250,5,86,616,21,440,21
"152386",157594,15.22,-92.3,"benthamii",203,131,74,1041,286,110,176,207,187,214,187,2550,462,23,78,1194,80,810,80
"152390",157598,15.55,-92.31,"benthamii",181,135,73,1096,268,85,183,189,164,193,164,1082,217,5,87,532,22,374,22
"152393",157601,15.33,-92.29,"benthamii",187,132,73,1081,271,92,179,195,171,198,171,1320,256,6,85,643,25,451,25
"152396",157607,14.35,-89.15,"benthamii",178,102,69,1088,257,110,147,182,164,191,163,1834,357,13,83,864,47,335,93
"152398",157611,14.22,-87.07,"benthamii",200,101,65,1385,278,124,154,212,189,215,180,1195,190,21,62,477,80,382,159
"152406",157613,14.55,-88.68,"benthamii",117,92,66,1319,184,46,138,125,104,129,96,2176,372,32,67,951,130,656,159
"152409",157624,9.78472,-84.45111,"benthamii",211,106,80,578,281,149,132,208,205,219,204,2838,494,19,72,1310,88,600,743
"152410",157552,19.598,-104.208,"martinezii",187,137,67,1460,286,82,204,195,178,203,166,1291,297,6,103,835,25,510,70
"152411",157573,17.243,-98.675,"martinezii",194,150,73,1123,294,89,205,195,186,209,179,1653,367,3,107,1037,23,419,37
"152412",157549,19.872,-105.333,"martinezii",266,132,71,1844,343,159,184,285,253,286,240,676,179,3,105,458,13,343,30
"152413",157553,19.705,-104.186,"martinezii",217,144,67,1545,321,108,213,225,208,234,195,973,226,6,101,617,24,404,56
"152414",157542,20.195,-103.289,"martinezii",192,144,62,2154,304,74,230,209,186,215,160,743,178,6,105,473,19,190,35
"152415",157545,20.901,-100.169,"martinezii",140,148,66,2012,252,31,221,156,113,164,113,746,142,10,83,400,40,212,40
"152416",157546,19.387,-100.315,"martinezii",115,140,70,1424,210,11,199,124,112,130,93,1167,240,9,89,668,47,287,71
"152417",157547,19.502,-101.852,"martinezii",161,156,65,2034,278,41,237,171,158,185,132,1108,258,6,103,716,24,227,46
"152418",157548,19.707,-102.223,"martinezii",133,146,64,2023,245,19,226,146,127,156,104,1177,257,6,99,725,29,512,42
"152419",157550,19.35,-102.367,"martinezii",151,146,66,1833,259,38,221,164,145,172,125,1032,228,1,102,642,17,471,26
"152420",157551,19.337,-102.363,"martinezii",156,146,66,1793,263,42,221,171,149,175,130,1008,224,1,103,631,17,466,24
"152421",157555,19.167,-103.212,"martinezii",150,133,64,1740,248,43,205,163,140,169,125,1199,264,4,102,757,15,501,40
"152422",157560,17.417,-100.233,"martinezii",238,126,72,1080,329,155,174,237,241,254,225,1655,370,7,103,1025,29,365,44
"152423",157567,18.208,-101.406,"martinezii",160,123,69,1001,251,75,176,162,159,173,146,1439,304,5,103,891,21,316,44
"152424",157568,18.186,-101.364,"martinezii",157,122,70,1002,248,74,174,159,157,170,143,1464,307,5,102,903,22,324,45
"152425",157569,17.558,-99.685,"martinezii",176,106,70,845,255,105,150,175,181,188,166,1578,363,7,102,947,33,98,40
"152426",157570,17.502,-100.018,"martinezii",155,101,71,735,230,88,142,154,158,165,146,1736,392,11,100,1024,41,109,53
"152427",157571,18.213,-101.393,"martinezii",167,125,70,1013,260,82,178,169,167,180,153,1394,297,4,103,871,18,306,41
"152428",157572,18.189,-101.39,"martinezii",152,121,69,973,242,69,173,155,152,165,139,1490,311,5,101,915,23,330,47
"152429",157574,18.195,-101.352,"martinezii",172,126,70,1046,266,87,179,173,172,186,157,1372,294,4,104,861,17,301,40
"152430",157602,15.31938,-92.26058,"martinezii",149,129,73,1120,229,54,175,158,132,159,132,1399,273,5,86,684,21,498,21
"152431",157543,21.555,-102.308,"martinezii",181,186,65,2913,315,32,283,212,167,214,141,607,137,6,98,374,22,254,30
"152432",157540,21.475,-104.991,"martinezii",173,136,64,2142,274,64,210,193,159,196,143,1196,298,3,109,823,24,739,88
"152433",157541,21.478,-104.998,"martinezii",181,137,64,2162,282,71,211,202,166,205,151,1205,301,3,110,834,23,751,84
"152434",157554,21.47,-104.97,"martinezii",158,133,63,2126,258,50,208,177,161,180,128,1180,291,3,106,801,26,456,96
"152439",155898,33.21932,-116.45246,"cornelius-mulleri",157,163,48,6213,348,11,337,93,212,241,84,364,62,2,67,177,22,44,166
"152441",156042,33.631699,-116.403,"cornelius-mulleri",162,165,47,6539,358,12,346,95,222,249,85,305,48,2,58,137,24,36,133
"152442",156043,33,-116,"cornelius-mulleri",216,172,47,6853,408,46,362,144,279,306,132,134,24,0,64,66,6,24,59
"152444",156052,33.7148,-115.7462,"cornelius-mulleri",174,153,43,7153,367,18,349,99,198,269,89,208,29,1,47,75,16,48,73
"152447",156062,33.63167,-116.40278,"cornelius-mulleri",189,170,47,6718,388,30,358,119,251,277,108,219,35,1,56,96,16,29,95
"152455",156109,33.05206,-116.35763,"cornelius-mulleri",144,158,48,6216,331,2,329,79,198,228,71,415,71,2,69,206,24,48,190
"152456",156111,33.02319,-116.27817,"cornelius-mulleri",132,148,46,6301,313,-5,318,66,188,217,60,451,78,2,68,222,28,57,204
"152464",156152,33.05616,-116.34112,"cornelius-mulleri",140,155,47,6245,325,0,325,75,195,225,68,431,74,2,69,213,26,51,196
"152468",156160,34.0191,-116.5828,"cornelius-mulleri",179,170,47,6623,379,23,356,109,240,266,100,275,45,2,64,126,19,26,126
"152469",156162,32.6589,-116.1008,"cornelius-mulleri",165,168,49,6318,357,15,342,98,219,250,91,262,48,0,69,134,13,43,115
"152477",155751,34.066666,-117.00833,"cornelius-mulleri",151,163,49,6038,341,10,331,87,230,232,81,536,99,3,77,266,19,33,264
"152479",155753,34.35779,-117.43731,"cornelius-mulleri",132,155,46,6498,321,-14,335,65,218,220,56,588,109,2,83,314,14,28,303
"152481",156044,34,-117,"cornelius-mulleri",158,163,49,5872,347,20,327,95,234,238,90,514,96,3,77,257,17,30,253
"152482",156060,34,-117,"cornelius-mulleri",158,163,49,5872,347,20,327,95,234,238,90,514,96,3,77,257,17,30,253
"152487",156089,34.20611,-116.59889,"cornelius-mulleri",116,162,47,6359,306,-32,338,49,176,201,42,512,84,3,67,243,35,45,238
"152495",156131,34.04583,-116.725,"cornelius-mulleri",144,165,48,6325,338,-2,340,78,202,229,71,462,78,2,69,221,28,47,217
"152510",156071,34.06057,-116.10869,"cornelius-mulleri",135,152,45,6696,324,-11,335,64,199,225,58,369,53,3,53,156,36,58,151
"152514",156080,34.14142,-116.47588,"cornelius-mulleri",156,165,46,6743,355,2,353,86,220,246,77,318,49,2,57,140,26,36,138
"152515",156081,34.04717,-116.567,"cornelius-mulleri",173,170,48,6617,372,18,354,104,234,260,94,284,46,2,61,128,21,28,128
"152520",156094,33.99994,-116.05383,"cornelius-mulleri",152,155,45,6874,345,1,344,80,175,244,71,295,40,2,49,118,29,52,115
"152530",156114,34.3235,-116.76783,"cornelius-mulleri",133,164,47,6588,327,-19,346,64,195,220,55,462,78,2,69,223,28,31,220
"152536",156129,34.16114,-116.51094,"cornelius-mulleri",146,164,47,6637,343,-5,348,77,209,235,68,370,58,2,61,167,28,38,164
"152539",156134,34.35583,-116.85092,"cornelius-mulleri",135,163,47,6624,330,-16,346,66,197,223,57,466,80,2,72,227,26,27,224
"152551",156150,34.0145,-116.3138,"cornelius-mulleri",135,159,47,6531,325,-13,338,66,196,222,59,399,61,2,58,177,33,50,173
"152553",156153,34.0381,-116.2581,"cornelius-mulleri",161,163,46,6904,359,6,353,89,227,253,79,274,39,2,51,112,27,43,111
"152561",156168,34.0299,-116.1621,"cornelius-mulleri",152,158,45,6836,347,0,347,80,217,243,71,303,43,2,50,125,29,49,122
"152566",155828,33.6005,-117.5126,"cornelius-mulleri",168,134,53,4197,301,49,252,124,220,226,119,318,58,3,81,170,11,19,161
"152582",155864,33.56667,-116.52083,"cornelius-mulleri",128,154,48,6132,311,-9,320,63,183,211,59,520,85,3,68,252,34,63,241
"152583",155865,32.92387,-116.35651,"cornelius-mulleri",179,173,50,6031,371,30,341,115,231,260,108,303,54,1,72,156,14,33,143
"152595",155877,32.95889,-116.57833,"cornelius-mulleri",115,137,47,5829,282,-9,291,54,164,196,51,711,130,4,76,372,38,59,343
"152596",155878,32.79583,-116.43472,"cornelius-mulleri",124,143,47,5930,296,-5,301,62,174,206,57,558,103,3,74,288,31,53,261
"152602",155884,33.0352,-116.5103,"cornelius-mulleri",141,158,49,5928,324,3,321,80,192,222,73,485,86,2,74,248,25,42,229
"152603",155885,33.0658,-116.5464,"cornelius-mulleri",152,162,49,5854,336,11,325,91,201,232,83,444,78,2,74,227,22,38,211
"152604",155886,33.04361,-116.44621,"cornelius-mulleri",150,163,49,6070,338,7,331,88,202,233,80,413,72,2,72,208,22,41,192
"152605",155887,32.77235,-116.28886,"cornelius-mulleri",137,151,47,6160,320,0,320,73,191,222,67,378,67,2,68,189,22,47,170
"152607",155889,32.70839,-116.231,"cornelius-mulleri",139,149,46,6278,321,0,321,73,193,225,67,314,55,1,64,152,19,46,136
"152612",155895,33.08755,-116.50334,"cornelius-mulleri",159,165,49,5968,347,16,331,97,210,240,89,399,69,2,71,201,21,39,187
"152625",155910,33.25,-116.5,"cornelius-mulleri",123,144,46,6098,299,-9,308,59,177,206,55,605,106,3,72,306,35,62,285
"152630",155915,32.89361,-116.43417,"cornelius-mulleri",112,135,46,5910,280,-13,293,50,163,194,47,637,116,3,72,324,37,67,297
"152650",155935,32.98492,-116.50701,"cornelius-mulleri",125,147,47,5907,300,-7,307,64,176,206,58,632,116,3,77,332,33,50,303
